osu file format v14

[General]
AudioFilename: audio.mp3
AudioLeadIn: 0
PreviewTime: 622558
Countdown: 0
SampleSet: Soft
StackLeniency: 0.4
Mode: 0
LetterboxInBreaks: 0
WidescreenStoryboard: 0

[Editor]
Bookmarks: 2811,38084,140166,205793,259639,318140,384511,484663,526621,607002,622882
DistanceSpacing: 1.2
BeatDivisor: 4
GridSize: 32
TimelineZoom: 2.745087

[Metadata]
Title:Chopin: Ballade No. 4 in F Minor, Op. 52
TitleUnicode:Chopin: Ballade No. 4 in F Minor, Op. 52
Artist:Krystian Zimerman
ArtistUnicode:Krystian Zimerman
Creator:Napoca
Version:Andante con moto
Source:
Tags:classical frederich Pianoforte
BeatmapID:2317189
BeatmapSetID:1108782

[Difficulty]
HPDrainRate:5
CircleSize:5
OverallDifficulty:7
ApproachRate:9.3
SliderMultiplier:1
SliderTickRate:0.5

[Events]
//Background and Video events
0,0,"Zimerman_1600x660.jpg",0,0
//Break Periods
2,33447,35467
2,607002,619188
//Storyboard Layer 0 (Background)
//Storyboard Layer 1 (Fail)
//Storyboard Layer 2 (Pass)
//Storyboard Layer 3 (Foreground)
//Storyboard Layer 4 (Overlay)
//Storyboard Sound Samples

[TimingPoints]
2811.93617021277,659.34065934066,3,2,1,10,1,0
3306,-100,3,2,2,5,0,0
3471,517.241379310345,3,2,1,15,1,0
3858,-100,3,2,2,5,0,0
3988,516.129032258065,3,2,1,15,1,0
4375,-100,3,2,2,5,0,0
4504,-100,3,2,1,15,0,0
5020,510.638297872341,3,2,1,15,1,0
5530,-100,3,2,1,20,0,0
6041,588.235294117647,3,2,1,20,1,0
6629,612.244897959184,3,2,1,20,1,0
7241,659.34065934066,3,2,1,20,1,0
7570,895.522388059701,3,2,1,20,1,0
8017,465.116279069768,3,2,1,20,1,0
8482,526.315789473684,3,2,1,20,1,0
8745,526.315789473684,3,2,1,20,1,0
9797,540.54054054054,3,2,1,20,1,0
10337,588.235294117647,3,2,1,20,1,0
10925,722.891566265061,3,2,1,20,1,0
11286,869.565217391305,3,2,1,20,1,0
11720,810.810810810811,3,2,1,15,1,0
12125,600,3,2,1,15,1,0
12425,662.983425414365,3,2,1,15,1,0
12756,895.522388059701,3,2,1,15,1,0
13203,-100,3,2,1,10,0,0
13651,588.235294117648,3,2,1,10,1,0
14239,400,3,2,1,12,1,0
14339,480,3,2,1,12,1,0
14339,-133.333333333333,3,2,1,12,0,0
14579,472.44094488189,3,2,1,12,1,0
15051,600,3,2,1,12,1,0
15351,-100,3,2,1,20,0,0
15651,500,3,2,1,20,1,0
16151,600,3,2,1,20,1,0
16451,512.820512820513,3,2,1,20,1,0
17476,526.315789473685,3,2,1,20,1,0
18002,545.454545454545,3,2,1,15,1,0
18547,588.235294117648,3,2,1,15,1,0
19135,666.666666666667,3,2,1,15,1,0
19468,705.882352941177,3,2,1,15,1,0
19820,666.666666666667,3,2,1,15,1,0
20153,631.578947368422,3,2,1,15,1,0
20784,705.882352941177,3,2,1,15,1,0
21489,895.522388059703,3,2,1,15,1,0
21936,750.000000000001,3,2,1,15,1,0
22311,612.244897959185,3,2,1,15,1,0
22617,750.000000000001,3,2,1,15,1,0
22992,612.244897959184,3,2,1,15,1,0
23298,895.522388059703,3,2,1,15,1,0
23745,1000,3,2,1,15,1,0
24245,1052.63157894737,3,2,1,15,1,0
24771,750.000000000001,3,2,1,15,1,0
25146,588.235294117648,3,2,1,15,1,0
25440,618.556701030928,3,2,1,15,1,0
25749,666.666666666667,3,2,1,15,1,0
26415,-100,3,2,1,10,0,0
26749,705.882352941177,3,2,1,10,1,0
27101,839.16083916084,3,2,1,10,1,0
27520,952.380952380954,3,2,1,10,1,0
27996,1445.78313253012,3,2,1,10,1,0
28718,1655.17241379311,3,2,1,10,1,0
30373,1437.125748503,3,2,1,10,1,0
30373,-333.333333333333,3,2,1,10,0,0
32887,-333.333333333333,3,2,2,5,0,0
33247,1387.28323699422,3,2,1,10,1,0
36021,1714.28571428572,3,2,1,10,1,0
36878,1206.03015075377,3,2,1,10,1,0
38084,1000,3,2,1,30,1,0
38084,-166.666666666667,3,2,1,30,0,0
38834,-166.666666666667,3,2,2,5,0,0
39084,555.555555555556,3,2,1,30,1,0
39500,-100,3,2,2,5,0,0
39639,480.000000000001,3,2,1,30,1,0
39999,-100,3,2,2,5,0,0
40119,-100,3,2,1,30,0,0
40479,-100,3,2,2,5,0,0
40599,566.037735849057,3,2,1,30,1,0
40599,-133.333333333333,3,2,1,30,0,0
41165,652.173913043478,3,2,1,20,1,0
41817,681.818181818182,3,2,1,30,1,0
41817,-133.333333333333,3,2,1,30,0,0
42328,-133.333333333333,3,2,2,5,0,0
42498,487.804878048781,3,2,1,30,1,0
42498,-117.647058823529,3,2,1,30,0,0
42863,-117.647058823529,3,2,2,5,0,0
42985,480,3,2,1,30,1,0
42985,-117.647058823529,3,2,1,30,0,0
43345,-117.647058823529,3,2,2,5,0,0
43465,500,3,2,1,30,1,0
43840,-100,3,2,2,5,0,0
43965,582.524271844661,3,2,1,20,1,0
43965,-133.333333333333,3,2,1,20,0,0
44547,676.05633802817,3,2,1,20,1,0
45223,714.285714285715,3,2,1,25,1,0
45223,-142.857142857143,3,2,1,25,0,0
45937,444.444444444444,3,2,1,25,1,0
46048,533.333333333332,3,2,1,25,1,0
46314,400,3,2,1,25,1,0
46514,-100,3,2,1,35,0,0
46714,441.176470588235,3,2,1,35,1,0
46934,465.116279069768,3,2,1,35,1,0
47399,-100,3,2,1,35,0,0
47864,600,3,2,1,35,1,0
48464,659.34065934066,3,2,1,35,1,0
48793,-100,3,2,2,5,0,0
49123,500,3,2,1,35,1,0
49248,552.995391705069,3,2,1,35,1,0
49524,428.571428571429,3,2,1,35,1,0
49952,500.000000000001,3,2,1,35,1,0
50202,375,3,2,1,35,1,0
50702,-100,3,2,2,5,0,0
50789,465.116279069767,3,2,1,35,1,0
50789,-147.058823529412,3,2,1,35,0,0
51137,-147.058823529412,3,2,2,5,0,0
51254,521.739130434783,3,2,1,35,1,0
51254,-131.578947368421,3,2,1,35,0,0
51645,-131.578947368421,3,2,2,5,0,0
51775,588.235294117647,3,2,1,35,1,0
51775,-147.058823529412,3,2,1,35,0,0
52216,-147.058823529412,3,2,2,5,0,0
52363,707.964601769912,3,2,1,20,1,0
52893,-100,3,2,2,5,0,0
53070,1076.2331838565,3,2,1,15,1,0
53070,-153.846153846153,3,2,1,15,0,0
53877,-153.846153846153,3,2,2,5,0,0
54146,979.591836734693,3,2,1,30,1,0
54146,-94.3396226415094,3,2,1,30,0,0
54880,-60.2409638554217,3,2,2,5,0,0
55125,555.555555555556,3,2,1,25,1,0
55541,-100,3,2,2,5,0,0
55680,493.827160493827,3,2,1,25,1,0
56050,-100,3,2,2,5,0,0
56173,491.803278688524,3,2,1,25,1,0
56541,-100,3,2,2,5,0,0
56664,500,3,2,1,25,1,0
56664,-133.333333333333,3,2,1,35,0,0
57539,-133.333333333333,3,2,2,5,0,0
57664,451.127819548872,3,2,1,35,1,0
58002,-100,3,2,2,5,0,0
58115,500.000000000001,3,2,1,35,1,0
58490,-100,3,2,2,5,0,0
58615,528.63436123348,3,2,1,30,1,0
59011,-100,3,2,2,5,0,0
59143,-133.333333333333,3,2,1,20,0,0
59540,-133.333333333333,3,2,2,5,0,0
59672,625,3,2,1,18,1,0
59672,-133.333333333333,3,2,1,18,0,0
60297,769.23076923077,3,2,1,18,1,0
61066,857.142857142858,3,2,1,25,1,0
61923,512.820512820513,3,2,1,25,1,0
62179,400,3,2,1,25,1,0
62379,375,3,2,1,25,1,0
62379,-75.187969924812,3,2,1,25,0,0
62566,480.000000000001,3,2,1,25,1,0
62806,486.815415821502,3,2,1,30,1,0
63292,-100,3,2,1,30,0,0
63779,681.818181818182,3,2,1,35,1,0
64460,845.070422535212,3,2,1,35,1,0
65199,-100,3,2,1,20,0,0
65305,631.578947368422,3,2,1,25,1,0
65620,461.538461538462,3,2,1,25,1,0
66081,600,3,2,1,25,1,0
66381,545.454545454546,3,2,1,25,1,0
66381,-133.333333333333,3,2,1,25,0,0
66790,-133.333333333333,3,2,2,5,0,0
66926,571.428571428571,3,2,1,25,1,0
66926,-125,3,2,1,25,0,0
67354,-125,3,2,2,5,0,0
67497,643.43163538874,3,2,1,25,1,0
67497,-125,3,2,1,25,0,0
67979,-125,3,2,2,5,0,0
68140,677.966101694916,3,2,1,20,1,0
68648,-100,3,2,2,5,0,0
68817,487.804878048781,3,2,1,20,1,0
68817,-133.333333333333,3,2,1,20,0,0
69304,400,3,2,1,20,1,0
69304,-133.333333333333,3,2,1,20,0,0
69504,540.540540540541,3,2,1,20,1,0
69774,446.096654275093,3,2,1,20,1,0
70108,-100,3,2,2,5,0,0
70220,500,3,2,1,20,1,0
70595,-100,3,2,2,5,0,0
70720,650.406504065041,3,2,1,20,1,0
71207,-100,3,2,2,5,0,0
71370,710.059171597634,3,2,1,20,1,0
71902,-100,3,2,2,5,0,0
72080,532.150776053215,3,2,1,20,1,0
72080,-133.333333333333,3,2,1,20,0,0
72612,447.761194029851,3,2,1,20,1,0
72612,-114.942528735632,3,2,1,20,0,0
72835,683.760683760684,3,2,1,20,1,0
73176,517.241379310345,3,2,1,20,1,0
73693,487.804878048781,3,2,1,30,1,0
74058,-100,3,2,2,5,0,0
74180,480,3,2,1,30,1,0
74540,-100,3,2,2,5,0,0
74660,472.44094488189,3,2,1,30,1,0
75014,-100,3,2,2,5,0,0
75132,555.555555555556,3,2,1,30,1,0
75132,-81.6326530612245,3,2,1,30,0,0
75576,-81.6326530612245,3,2,2,5,0,0
75687,582.524271844661,3,2,1,20,1,0
76153,-100,3,2,2,5,0,0
76269,458.015267175573,3,2,1,15,1,0
76612,-100,3,2,2,5,0,0
76727,504.20168067227,3,2,1,30,1,0
76727,-71.4285714285714,3,2,1,30,0,0
77105,-71.4285714285714,3,2,2,5,0,0
77231,491.803278688525,3,2,1,30,1,0
77231,-72.992700729927,3,2,1,30,0,0
77599,-72.992700729927,3,2,2,5,0,0
77722,526.315789473685,3,2,1,30,1,0
78116,-100,3,2,2,5,0,0
78248,681.818181818183,3,2,1,30,1,0
78248,-100,3,2,1,30,0,0
78759,-100,3,2,2,5,0,0
78929,750.000000000001,3,2,1,15,1,0
79491,-100,3,2,2,5,0,0
79679,771.70418006431,3,2,1,35,1,0
79679,-166.666666666667,3,2,1,35,0,0
80257,-166.666666666667,3,2,2,5,0,0
80450,566.037735849057,3,2,1,35,1,0
80450,-125,3,2,1,35,0,0
80733,434.782608695653,3,2,1,35,1,0
80950,402.68456375839,3,2,1,35,1,0
81151,495.867768595042,3,2,1,35,1,0
81398,474.308300395258,3,2,1,35,1,0
81398,-66.6666666666667,3,2,1,35,0,0
81753,-66.6666666666667,3,2,2,5,0,0
81872,486.815415821502,3,2,1,35,1,0
81872,-66.6666666666667,3,2,1,35,0,0
82237,-66.6666666666667,3,2,2,5,0,0
82358,670.391061452516,3,2,1,35,1,0
82860,-100,3,2,2,5,0,0
83028,759.493670886078,3,2,1,35,1,0
83597,-100,3,2,2,5,0,0
83787,646.900269541779,3,2,1,35,1,0
84110,488.798370672098,3,2,1,35,1,0
84354,466.926070038911,3,2,1,35,1,0
84587,620.15503875969,3,2,1,35,1,0
84897,559.44055944056,3,2,1,35,1,0
85456,-100,3,2,1,25,0,0
86015,592.592592592593,3,2,1,25,1,0
86607,691.64265129683,3,2,1,15,1,0
87125,-100,3,2,2,5,0,0
87298,882.352941176471,3,2,1,10,1,0
87959,-100,3,2,2,5,0,0
88180,1105.99078341014,3,2,1,10,1,0
89009,-100,3,2,2,5,0,0
89285,919.540229885058,3,2,1,20,1,0
89285,-166.666666666667,3,2,1,20,0,0
89974,-166.666666666667,3,2,2,5,0,0
90204,545.454545454546,3,2,1,20,1,0
90613,-100,3,2,2,5,0,0
90749,478.087649402391,3,2,1,20,1,0
91107,-100,3,2,2,5,0,0
91227,481.927710843374,3,2,1,20,1,0
91708,519.48051948052,3,2,1,20,1,0
91708,-133.333333333333,3,2,1,20,0,0
92097,-133.333333333333,3,2,2,5,0,0
92227,558.139534883722,3,2,1,20,1,0
92227,-125,3,2,1,20,0,0
92645,-125,3,2,2,5,0,0
92785,517.241379310346,3,2,1,20,1,0
92785,-166.666666666667,3,2,1,20,0,0
93172,-166.666666666667,3,2,2,5,0,0
93302,472.440944881891,3,2,1,25,1,0
93656,-100,3,2,2,5,0,0
93774,528.634361233481,3,2,1,25,1,0
94302,360.360360360361,3,2,1,25,1,0
94302,-142.857142857143,3,2,1,25,0,0
94662,250,3,2,1,35,1,0
94662,-133.333333333333,3,2,1,35,0,0
94912,-133.333333333333,3,2,1,20,0,0
94989,447.761194029851,3,2,1,35,1,0
95212,444.444444444445,3,2,1,35,1,0
95434,485.829959514171,3,2,1,25,1,0
